fips,region,type,category,time,rne,ose
30,Montana,Total,Total,2011,0.0032834503815833216,0.7530401018907426
16,Idaho,Total,Total,2011,0.0038452169618765713,0.8017052103996025
56,Wyoming,Total,Total,2011,0.002193046756184636,0.893006278512776
08,Colorado,Total,Total,2011,0.004220480666762858,0.7078512128322106
35,New Mexico,Total,Total,2011,0.002504892144338089,0.8537490247086966
04,Arizona,Total,Total,2011,0.005216633930223985,0.5821110807779216
49,Utah,Total,Total,2011,0.0028491978119197527,0.7316969450513514
32,Nevada,Total,Total,2011,0.003894100732665515,0.7029680537127678
53,Washington,Total,Total,2011,0.0023424791186388003,0.7964058207804081
41,Oregon,Total,Total,2011,0.0025491179072641866,0.7502510561619976
06,California,Total,Total,2011,0.004398065157660178,0.7825024707038751
02,Alaska,Total,Total,2011,0.004127528230299242,0.7863347430622465
15,Hawaii,Total,Total,2011,0.0018408507324144108,0.9384799744548239
23,Maine,Total,Total,2012,0.003522718077762664,0.8044480029777766
33,New Hampshire,Total,Total,2012,0.003317287215702688,0.7266958746090184
50,Vermont,Total,Total,2012,0.005237883507312613,0.8258793232570609
25,Massachusetts,Total,Total,2012,0.0027097953109932733,0.7732051598376266
44,Rhode Island,Total,Total,2012,0.00203759812304677,0.9014484264216845
09,Connecticut,Total,Total,2012,0.003152914414728277,0.7933783140833444
36,New York,Total,Total,2012,0.0034400969919679203,0.833130283748746
34,New Jersey,Total,Total,2012,0.0020606341073138483,0.6152267232940372
42,Pennsylvania,Total,Total,2012,0.0019946510761854395,0.7507823176788592
39,Ohio,Total,Total,2012,0.0019465542604441978,0.7835321645044033
18,Indiana,Total,Total,2012,0.0026162684288290926,0.8700537811567934
17,Illinois,Total,Total,2012,0.002176099780792202,0.840259744807412
26,Michigan,Total,Total,2012,0.0018368861626577645,0.7431232189008126
55,Wisconsin,Total,Total,2012,0.0018416476689100366,0.8582073392484089
27,Minnesota,Total,Total,2012,0.0014967768333629362,0.7847798151673459
19,Iowa,Total,Total,2012,0.002131518860691513,0.8163813209767011
29,Missouri,Total,Total,2012,0.003486117912196678,0.7225658924790748
38,North Dakota,Total,Total,2012,0.003675915138447548,0.8933143766922338
46,South Dakota,Total,Total,2012,0.0027308216344176135,0.9224258500481908
31,Nebraska,Total,Total,2012,0.001683720489133085,0.9531297495450353
20,Kansas,Total,Total,2012,0.002284838646227215,1.0
10,Delaware,Total,Total,2012,0.002741180422783625,0.921433624468794
24,Maryland,Total,Total,2012,0.002515588252159552,0.7886800260820074
11,District of Columbia,Total,Total,2012,0.002575101117661927,0.6957725307508502
51,Virginia,Total,Total,2012,0.002024311512529252,0.791936644282112
54,West Virginia,Total,Total,2012,0.0021233665993481885,0.8444868586216889
37,North Carolina,Total,Total,2012,0.0026183255664230134,0.7207100066084597
45,South Carolina,Total,Total,2012,0.003585381502715314,0.5434511174453683
13,Georgia,Total,Total,2012,0.0026922181840374386,0.6062731365890356
12,Florida,Total,Total,2012,0.0036386396171506708,0.8448271937986527
21,Kentucky,Total,Total,2012,0.0037534560055680834,0.7244930832539623
47,Tennessee,Total,Total,2012,0.0024141043099736607,0.699350525296737
01,Alabama,Total,Total,2012,0.002295544375419217,0.8801255236298411
28,Mississippi,Total,Total,2012,0.004252025881473954,0.7575439694065236
05,Arkansas,Total,Total,2012,0.0027712919560235675,0.9016477399569293
22,Louisiana,Total,Total,2012,0.003956375048480718,0.8639221349545757
40,Oklahoma,Total,Total,2012,0.0030892942303710185,0.7723052661046763
48,Texas,Total,Total,2012,0.003593733787691821,0.8182269853217983
30,Montana,Total,Total,2012,0.005341773706386082,0.8906792575620937
16,Idaho,Total,Total,2012,0.004104349766190972,0.8382172635976687
56,Wyoming,Total,Total,2012,0.0023605782463627704,0.8953860917973968
08,Colorado,Total,Total,2012,0.0037261444446994,0.8830937080326858
35,New Mexico,Total,Total,2012,0.0052238945371297935,0.7243739655164398
04,Arizona,Total,Total,2012,0.0034073247538962967,0.8526473097180367
49,Utah,Total,Total,2012,0.003254227567470825,0.9182788715357156
32,Nevada,Total,Total,2012,0.003940271473134588,0.684647477462476
53,Washington,Total,Total,2012,0.0030212134367548354,0.6870617445908088
41,Oregon,Total,Total,2012,0.0022057225418261332,0.6060066954585027
06,California,Total,Total,2012,0.004095325415085214,0.7666209585666639
02,Alaska,Total,Total,2012,0.004306930392127837,0.7722507641261193
15,Hawaii,Total,Total,2012,0.003977029942285779,0.7859966572057201
23,Maine,Total,Total,2013,0.0029475475029490435,0.872543774605581
33,New Hampshire,Total,Total,2013,0.0019820842626741162,0.76449739976291
50,Vermont,Total,Total,2013,0.0025908046632030324,0.7065401766185136
25,Massachusetts,Total,Total,2013,0.0024707174104640333,0.6709340059553792
44,Rhode Island,Total,Total,2013,0.0013527611524054937,0.7744407000728225
09,Connecticut,Total,Total,2013,0.002781458087675125,0.7574391472388227
36,New York,Total,Total,2013,0.0028974766036213057,0.8046597790018103
34,New Jersey,Total,Total,2013,0.0018727354878906436,0.8289395095408812
42,Pennsylvania,Total,Total,2013,0.0019610877919827604,0.6102391731846741
39,Ohio,Total,Total,2013,0.0020064953429775275,0.9388996220430309
18,Indiana,Total,Total,2013,0.0015507855167046143,0.620872313493181
17,Illinois,Total,Total,2013,0.001962268096937531,0.859214407869962
26,Michigan,Total,Total,2013,0.002908234949903467,0.7820687196189396
55,Wisconsin,Total,Total,2013,0.0016856618937463068,0.7550229721915794
27,Minnesota,Total,Total,2013,0.0015874102870988879,0.8347583752860638
19,Iowa,Total,Total,2013,0.0011085101041935976,0.8331096763681184
29,Missouri,Total,Total,2013,0.002180466506559092,0.952456967314093
38,North Dakota,Total,Total,2013,0.0019079137967393655,0.9385717854590917
46,South Dakota,Total,Total,2013,0.004055577303416237,0.7765964988295311
31,Nebraska,Total,Total,2013,0.0031159176861757744,0.7865516034001345
20,Kansas,Total,Total,2013,0.0018321307421018155,0.7878826218055502
10,Delaware,Total,Total,2013,0.0028298377017213845,0.8933905561258532
24,Maryland,Total,Total,2013,0.0026550539184923066,0.9074063240098825
11,District of Columbia,Total,Total,2013,0.0029342301041493436,0.7502930162563581
51,Virginia,Total,Total,2013,0.0023693035642500934,0.925059448615235
54,West Virginia,Total,Total,2013,0.002753368793335824,0.727970309454221
37,North Carolina,Total,Total,2013,0.003180022073179635,0.8657411763868094
45,South Carolina,Total,Total,2013,0.002583795149696732,0.7863454929789149
13,Georgia,Total,Total,2013,0.0024191466276105595,0.643645519180661
12,Florida,Total,Total,2013,0.0033732574979088692,0.775396022304556
21,Kentucky,Total,Total,2013,0.00358483593938288,0.703089275364889
47,Tennessee,Total,Total,2013,0.0030011176220080555,0.5226977635311869
01,Alabama,Total,Total,2013,0.002451864050526427,0.5403221218053087
28,Mississippi,Total,Total,2013,0.002398619455589244,0.8898391990847818
05,Arkansas,Total,Total,2013,0.002051046277956327,0.768840595145989
22,Louisiana,Total,Total,2013,0.0030707824542116516,1.0
40,Oklahoma,Total,Total,2013,0.0030485969879349086,0.8053013571220546
48,Texas,Total,Total,2013,0.0032395443654856665,0.7788524850517835
30,Montana,Total,Total,2013,0.006075569061538984,0.8871060588188847
16,Idaho,Total,Total,2013,0.0031329224516986904,0.9172284531466229
56,Wyoming,Total,Total,2013,0.003700082437189483,0.8796296802839261
08,Colorado,Total,Total,2013,0.0037836645802045085,0.6861568953319096
35,New Mexico,Total,Total,2013,0.0033960748297218973,0.8057927806262717
04,Arizona,Total,Total,2013,0.0022202513154151757,0.8146818924961514
49,Utah,Total,Total,2013,0.0032156830528065356,0.7581043563614709
32,Nevada,Total,Total,2013,0.0023318612111768574,0.7680851917139039
53,Washington,Total,Total,2013,0.0016567769636889446,0.7611463754195931
41,Oregon,Total,Total,2013,0.0020504029070873746,0.950045716868603
06,California,Total,Total,2013,0.004030050357607578,0.7658883146683654
02,Alaska,Total,Total,2013,0.0047202971951676295,0.8057069914326488
15,Hawaii,Total,Total,2013,0.003429655971448604,0.9796866788129376
23,Maine,Total,Total,2014,0.0022538952902311097,0.7358015514035459
33,New Hampshire,Total,Total,2014,0.0022096288084117025,0.6859977060925446
50,Vermont,Total,Total,2014,0.004055122091214838,0.8505053227694269
25,Massachusetts,Total,Total,2014,0.0035089097895829708,0.7585183936877844
44,Rhode Island,Total,Total,2014,0.002476547765279288,0.9569122393746451
09,Connecticut,Total,Total,2014,0.002910166534834652,0.6956518237181618
36,New York,Total,Total,2014,0.0034662530865289054,0.8172514614827056
34,New Jersey,Total,Total,2014,0.0032566375449011985,0.8400575931741451
42,Pennsylvania,Total,Total,2014,0.0019653522138309977,0.7843374365138325
39,Ohio,Total,Total,2014,0.002364700721906324,0.9533590940124881
18,Indiana,Total,Total,2014,0.002695090103996037,0.7650140018043596
17,Illinois,Total,Total,2014,0.0026021247521539697,0.8921053118931171
26,Michigan,Total,Total,2014,0.0029733018106996457,0.7666848185867773
55,Wisconsin,Total,Total,2014,0.0014446682524722548,0.5220563412715906
27,Minnesota,Total,Total,2014,0.0021248828931585,0.5950407379400846
19,Iowa,Total,Total,2014,0.0020887448020861263,0.956619398287379
29,Missouri,Total,Total,2014,0.002692324888998802,0.6287063165776029
38,North Dakota,Total,Total,2014,0.0025014414850583677,0.8516401156022724
46,South Dakota,Total,Total,2014,0.003421524712304834,0.908417819119957
31,Nebraska,Total,Total,2014,0.002641709156903693,0.922199929560033
20,Kansas,Total,Total,2014,0.0025156194186164663,0.9156528669579124
10,Delaware,Total,Total,2014,0.0031439026446161843,0.6931113459099567
24,Maryland,Total,Total,2014,0.002040820139593464,0.8335827364865075
11,District of Columbia,Total,Total,2014,0.0018757261491444196,0.6688606642269838
51,Virginia,Total,Total,2014,0.0023398371821077,0.7263723322381497
54,West Virginia,Total,Total,2014,0.0010656515890761292,0.7551909606005028
37,North Carolina,Total,Total,2014,0.0034709347887320104,0.7883226500925531
45,South Carolina,Total,Total,2014,0.0035403072700610854,0.8477889053040105
13,Georgia,Total,Total,2014,0.0035432514936230893,0.8402588064792756
12,Florida,Total,Total,2014,0.0034586258542007226,0.7890511390153426
21,Kentucky,Total,Total,2014,0.0032150631126389648,0.6528764086406385
47,Tennessee,Total,Total,2014,0.0016758935424751892,0.8771337872982479
01,Alabama,Total,Total,2014,0.001930222589470613,0.6485649856433422
28,Mississippi,Total,Total,2014,0.003457738106144714,0.7446488158788126
05,Arkansas,Total,Total,2014,0.0027757337330736953,0.8041449070460076
22,Louisiana,Total,Total,2014,0.002905337774718814,0.8111810875783544
40,Oklahoma,Total,Total,2014,0.004569992802649937,0.8799778202623949
48,Texas,Total,Total,2014,0.004086426667471008,0.82182679245541
30,Montana,Total,Total,2014,0.00470079998478103,0.7431135168263479
16,Idaho,Total,Total,2014,0.0026969304708565726,0.9543613413383761
56,Wyoming,Total,Total,2014,0.003450288278058275,0.8855479457397754
08,Colorado,Total,Total,2014,0.003014945109506863,0.9776624246884698
35,New Mexico,Total,Total,2014,0.0032378628266498135,0.6951718252468257
04,Arizona,Total,Total,2014,0.003781760941079324,0.7581764489061497
49,Utah,Total,Total,2014,0.0025614179593037452,0.8961289447391998
32,Nevada,Total,Total,2014,0.004950434846365408,0.9254981321340023
53,Washington,Total,Total,2014,0.0025227954082827383,0.8390877975054716
41,Oregon,Total,Total,2014,0.00392095467656065,0.6220799330173431
06,California,Total,Total,2014,0.0036366663870784875,0.7472369230250828
02,Alaska,Total,Total,2014,0.004487176036770777,0.6450293246024758
15,Hawaii,Total,Total,2014,0.0032095094414052857,0.9021571007489949
23,Maine,Total,Total,2015,0.003350150199869488,0.7219704309179107
33,New Hampshire,Total,Total,2015,0.0030849364674720254,0.8776804490572848
50,Vermont,Total,Total,2015,0.004112184236891063,0.7141358658791176
25,Massachusetts,Total,Total,2015,0.0027524877105488334,0.8405183196528864
44,Rhode Island,Total,Total,2015,0.002963001103499117,0.8877167657472047
09,Connecticut,Total,Total,2015,0.002980957807519149,0.8357912598059413
36,New York,Total,Total,2015,0.004160974027856272,0.866808052566291
34,New Jersey,Total,Total,2015,0.004558497115413373,0.8876586109592505
42,Pennsylvania,Total,Total,2015,0.0013721855262041345,0.8723575047867077
39,Ohio,Total,Total,2015,0.0027543748243505075,0.8282194711427424
18,Indiana,Total,Total,2015,0.002721464307738732,0.8635108745814146
17,Illinois,Total,Total,2015,0.0021960670089930735,0.7153165084918938
26,Michigan,Total,Total,2015,0.0028184146095745766,0.9111560189043579
55,Wisconsin,Total,Total,2015,0.002605726024089468,0.9487507626885822
27,Minnesota,Total,Total,2015,0.0037783536424766556,0.827389958156297
19,Iowa,Total,Total,2015,0.002204609976801837,0.8978527030665502
29,Missouri,Total,Total,2015,0.0037356303863219104,0.9087702060246544
38,North Dakota,Total,Total,2015,0.004131672702320712,0.9349805246780042
46,South Dakota,Total,Total,2015,0.0031439038551644982,0.8459412496598407
31,Nebraska,Total,Total,2015,0.0017789515260022634,1.0
20,Kansas,Total,Total,2015,0.003846067436307183,0.7338089516473486
10,Delaware,Total,Total,2015,0.0012392779573139094,1.0
24,Maryland,Total,Total,2015,0.0037086518669008405,0.7280689446424043
11,District of Columbia,Total,Total,2015,0.002009414332034901,0.8090944451333751
51,Virginia,Total,Total,2015,0.002458211159674602,0.8232712391759265
54,West Virginia,Total,Total,2015,0.0024852142225837985,0.8798030710861973
37,North Carolina,Total,Total,2015,0.0033518857923142517,0.8227806692926081
45,South Carolina,Total,Total,2015,0.002701879724726553,0.7599755230561166
13,Georgia,Total,Total,2015,0.0027835340953776544,0.8177304770365357
12,Florida,Total,Total,2015,0.0038583377037426773,0.8218262688766477
21,Kentucky,Total,Total,2015,0.0016806846847399258,0.9199438253233965
47,Tennessee,Total,Total,2015,0.0026825938532990348,0.9462859772599354
01,Alabama,Total,Total,2015,0.003156022261746238,0.8045913028271631
28,Mississippi,Total,Total,2015,0.0038999781875673598,0.803019869041275
05,Arkansas,Total,Total,2015,0.0033529966722802467,0.8681556111823855
22,Louisiana,Total,Total,2015,0.0024548040340212404,0.779573506465101
40,Oklahoma,Total,Total,2015,0.0043981220571834385,0.8563318310692681
48,Texas,Total,Total,2015,0.004229731156618788,0.8279328146520685
30,Montana,Total,Total,2015,0.004092319256915129,0.8932397950600259
16,Idaho,Total,Total,2015,0.0037164315852493096,0.8092936428687438
56,Wyoming,Total,Total,2015,0.004417643253102718,0.9191597939743446
08,Colorado,Total,Total,2015,0.003172332306119846,0.8886979750895019
35,New Mexico,Total,Total,2015,0.002842398793734143,0.9308299608952512
04,Arizona,Total,Total,2015,0.003885852739413392,0.8504843951770082
49,Utah,Total,Total,2015,0.0024770324774896057,0.8544393931721621
32,Nevada,Total,Total,2015,0.004153293666844729,0.9283573055265917
53,Washington,Total,Total,2015,0.0029482758675604672,0.8393313250306683
41,Oregon,Total,Total,2015,0.0033661748285744755,0.7028666839229046
06,California,Total,Total,2015,0.004162344832307384,0.8414529655427042
02,Alaska,Total,Total,2015,0.005091515968601739,0.6888331692401654
15,Hawaii,Total,Total,2015,0.0032813522526006647,0.778931342665046
23,Maine,Total,Total,2016,0.0030163956611513974,0.7987257876438499
33,New Hampshire,Total,Total,2016,0.0017865934536862933,0.7584268453660498
50,Vermont,Total,Total,2016,0.003698553358302105,0.7835051333893573
25,Massachusetts,Total,Total,2016,0.0022942821924160717,0.962808648709584
44,Rhode Island,Total,Total,2016,0.000879081614589285,0.5678467938880447
09,Connecticut,Total,Total,2016,0.002078842836812473,0.9021087159621499
36,New York,Total,Total,2016,0.0032282054272961655,0.8390322233595043
34,New Jersey,Total,Total,2016,0.0022605577038830333,0.913031970621931
42,Pennsylvania,Total,Total,2016,0.0017237061603788903,0.8332555419590021
39,Ohio,Total,Total,2016,0.0019322591320664296,0.8650866977660562
18,Indiana,Total,Total,2016,0.001270934716938829,0.7782134221192155
17,Illinois,Total,Total,2016,0.002027348516163421,0.7564496220955811
26,Michigan,Total,Total,2016,0.001944146634903215,0.8477266717924558
55,Wisconsin,Total,Total,2016,0.0022233675808491504,0.5208229858805995
27,Minnesota,Total,Total,2016,0.0025470083799486553,0.9370425923088461
19,Iowa,Total,Total,2016,0.0017470191396073515,0.9214278846035033
29,Missouri,Total,Total,2016,0.0026582933808283853,0.9585722674322039
38,North Dakota,Total,Total,2016,0.0027969565537571068,0.8322712768695937
46,South Dakota,Total,Total,2016,0.0028284379407074144,0.9360315001914563
31,Nebraska,Total,Total,2016,0.003111551468672102,0.8210417064974866
20,Kansas,Total,Total,2016,0.0026526095670003657,0.8242844383507743
10,Delaware,Total,Total,2016,0.0015398916968124665,0.889471639148395
24,Maryland,Total,Total,2016,0.002118397984590865,0.6316771920598314
11,District of Columbia,Total,Total,2016,0.00256986798301097,0.6822627699367192
51,Virginia,Total,Total,2016,0.0015521294946642904,0.7794546119207894
54,West Virginia,Total,Total,2016,0.0027434703716589593,0.934887501701575
37,North Carolina,Total,Total,2016,0.0034444620306707083,0.9051754487256336
45,South Carolina,Total,Total,2016,0.0023649941585976303,0.7789606608861678
13,Georgia,Total,Total,2016,0.003590467393081446,0.9398786786072657
12,Florida,Total,Total,2016,0.003980985288599981,0.8884845759140868
21,Kentucky,Total,Total,2016,0.00245037486842582,0.8255425703399794
47,Tennessee,Total,Total,2016,0.00252323707543093,0.8363085057269237
01,Alabama,Total,Total,2016,0.0017963520548349985,0.7107265319920137
28,Mississippi,Total,Total,2016,0.0036686141795235186,0.809318478115363
05,Arkansas,Total,Total,2016,0.0025121214640950133,0.7864326959772396
22,Louisiana,Total,Total,2016,0.002877126482302522,0.8009973855535091
40,Oklahoma,Total,Total,2016,0.004578213769991751,0.9484690677795137
48,Texas,Total,Total,2016,0.00378180970204651,0.8878123116538942
30,Montana,Total,Total,2016,0.0039862701304437895,0.8815667151489811
16,Idaho,Total,Total,2016,0.0032965212238999686,0.9157324156416339
56,Wyoming,Total,Total,2016,0.0057356384759744165,0.7872304492540182
08,Colorado,Total,Total,2016,0.004166280394955576,0.7491499765102061
35,New Mexico,Total,Total,2016,0.004404890355554069,0.7719966314459706
04,Arizona,Total,Total,2016,0.0042385053900789674,0.8715969809592256
49,Utah,Total,Total,2016,0.0034324683037666383,0.8913657840467966
32,Nevada,Total,Total,2016,0.003117473727790777,0.9102012028509968
53,Washington,Total,Total,2016,0.002585157327210223,0.9432841705582061
41,Oregon,Total,Total,2016,0.0028173716172295443,0.9571929101422284
06,California,Total,Total,2016,0.00485664551478585,0.8861700246943616
02,Alaska,Total,Total,2016,0.0035675330247284674,0.837859240310349
15,Hawaii,Total,Total,2016,0.002838612920327228,0.8579085435685948
23,Maine,Total,Total,2017,0.0034641900391390945,0.8297577209150758
33,New Hampshire,Total,Total,2017,0.002301327756869478,0.847571332309905
50,Vermont,Total,Total,2017,0.0037052829387187684,0.798734103556279
25,Massachusetts,Total,Total,2017,0.0027609793116786987,0.8555834260961049
44,Rhode Island,Total,Total,2017,0.0014321816981287508,0.6060713662905829
09,Connecticut,Total,Total,2017,0.0019645731499514886,0.7177885938711288
36,New York,Total,Total,2017,0.0026086440736965834,0.9030362570740226
34,New Jersey,Total,Total,2017,0.0028675604527769404,0.7652626336584637
42,Pennsylvania,Total,Total,2017,0.0022139718218002246,0.8356274533414344
39,Ohio,Total,Total,2017,0.0018968079420672304,0.7843680189997996
18,Indiana,Total,Total,2017,0.001963197384158034,0.8604457618693588
17,Illinois,Total,Total,2017,0.0028820440292713335,0.7511233806777576
26,Michigan,Total,Total,2017,0.0025818787302548207,0.868655185039682
55,Wisconsin,Total,Total,2017,0.0029015474715649706,0.7285683518428935
27,Minnesota,Total,Total,2017,0.0027305661457360827,0.8768696440566178
19,Iowa,Total,Total,2017,0.0025679915005874738,1.0
29,Missouri,Total,Total,2017,0.003286126687845731,0.7868449758256404
38,North Dakota,Total,Total,2017,0.004716330878179186,0.8805849002892249
46,South Dakota,Total,Total,2017,0.0023594052070611887,1.0
31,Nebraska,Total,Total,2017,0.00271480474529271,1.0
20,Kansas,Total,Total,2017,0.002488323999282624,0.8465847652849586
10,Delaware,Total,Total,2017,0.0020757354173735277,0.9128188016139643
24,Maryland,Total,Total,2017,0.00371290651798843,0.9178682289526015
11,District of Columbia,Total,Total,2017,0.0026283928589663588,0.7438073190279173
51,Virginia,Total,Total,2017,0.002413712281163213,0.7956552134500562
54,West Virginia,Total,Total,2017,0.0022933618442239636,0.8554374662127517
37,North Carolina,Total,Total,2017,0.0017386137385681367,0.8880461870769938
45,South Carolina,Total,Total,2017,0.002540989054310186,0.7904766298832122
13,Georgia,Total,Total,2017,0.005123937442205621,0.8613497883132395
12,Florida,Total,Total,2017,0.004852959668103037,0.8511088667990775
21,Kentucky,Total,Total,2017,0.0026323141280284765,0.8316072864747422
47,Tennessee,Total,Total,2017,0.002539103313504533,0.8992185944906607
01,Alabama,Total,Total,2017,0.0021748049282276465,0.8518472023594291
28,Mississippi,Total,Total,2017,0.0034336136122922727,0.8634646845930188
05,Arkansas,Total,Total,2017,0.0027199059517601,0.8703352491484262
22,Louisiana,Total,Total,2017,0.004016372819506754,0.6859925514403025
40,Oklahoma,Total,Total,2017,0.0034029473356685202,0.8269874771308885
48,Texas,Total,Total,2017,0.004696348454545901,0.797926329681559
30,Montana,Total,Total,2017,0.003854411292089776,0.8122557301143515
16,Idaho,Total,Total,2017,0.003324822528667345,0.7931550698673276
56,Wyoming,Total,Total,2017,0.0039827083647685215,0.8612603639285417
08,Colorado,Total,Total,2017,0.002573842225437261,0.8696615596805385
35,New Mexico,Total,Total,2017,0.004283806944405511,0.5764697124266266
04,Arizona,Total,Total,2017,0.003661825464415836,0.9659475989296114
49,Utah,Total,Total,2017,0.0029728025742945235,0.9551525423542155
32,Nevada,Total,Total,2017,0.004010314768198871,0.7656354527980193
53,Washington,Total,Total,2017,0.003924088558760006,0.9776805975822994
41,Oregon,Total,Total,2017,0.003431422319355304,0.7409544886376093
06,California,Total,Total,2017,0.00431522662066668,0.8827410825776142
02,Alaska,Total,Total,2017,0.0034584619189474983,0.8507006715517834
15,Hawaii,Total,Total,2017,0.002006574696310282,0.8039442021241546
23,Maine,Total,Total,2018,0.002912399677352863,1.0
33,New Hampshire,Total,Total,2018,0.0027303586433782435,0.9444843223042027
50,Vermont,Total,Total,2018,0.0033340654387249806,0.7695964015260343
25,Massachusetts,Total,Total,2018,0.0020250783389790957,0.720507328125323
44,Rhode Island,Total,Total,2018,0.0012606160011093667,1.0
09,Connecticut,Total,Total,2018,0.0017221204124460228,1.0
36,New York,Total,Total,2018,0.0036276901994833064,0.8719127158230686
34,New Jersey,Total,Total,2018,0.0034027779387703068,0.924850571340439
42,Pennsylvania,Total,Total,2018,0.0017370027810633777,0.9199406381900593
39,Ohio,Total,Total,2018,0.0015859049166780902,0.758508950941273
18,Indiana,Total,Total,2018,0.0029477160261445153,0.96192797488856
17,Illinois,Total,Total,2018,0.0024326096316785563,0.8622592300395664
26,Michigan,Total,Total,2018,0.002074919448043166,0.8106749421794179
55,Wisconsin,Total,Total,2018,0.0020483971497874606,0.768702673664372
27,Minnesota,Total,Total,2018,0.0008921844913816014,0.7048829564988356
19,Iowa,Total,Total,2018,0.003605766476470466,0.8676563097257286
29,Missouri,Total,Total,2018,0.0036318799502558954,0.7930299500509547
38,North Dakota,Total,Total,2018,0.00345390203083311,0.9341054300955389
46,South Dakota,Total,Total,2018,0.004327913624397659,0.8728650973510109
31,Nebraska,Total,Total,2018,0.0030306872570791256,0.949016364222754
20,Kansas,Total,Total,2018,0.002884636161924729,0.8516938289659697
10,Delaware,Total,Total,2018,0.0035867089589242175,1.0
24,Maryland,Total,Total,2018,0.002277427061092549,0.7160108349876932
11,District of Columbia,Total,Total,2018,0.003012455294203877,0.8379341613186565
51,Virginia,Total,Total,2018,0.0014592814314223048,0.6889594953542164
54,West Virginia,Total,Total,2018,0.0013245723030079213,0.921767421871163
37,North Carolina,Total,Total,2018,0.002802402780497349,0.9122426763671369
45,South Carolina,Total,Total,2018,0.002970230284914822,0.9274735745368297
13,Georgia,Total,Total,2018,0.0033245561795002135,0.9101810135780217
12,Florida,Total,Total,2018,0.004822098157636086,0.8614881462758197
21,Kentucky,Total,Total,2018,0.0027242981855297296,0.8985722973992565
47,Tennessee,Total,Total,2018,0.002488008370232269,0.926381623133381
01,Alabama,Total,Total,2018,0.0022063637822224962,0.9559203629925261
28,Mississippi,Total,Total,2018,0.002307724153729522,0.9672795651375523
05,Arkansas,Total,Total,2018,0.0035022176612106207,0.8670324286309501
22,Louisiana,Total,Total,2018,0.0034686076260930132,0.7032311811798765
40,Oklahoma,Total,Total,2018,0.003572551640401848,0.7698148430479861
48,Texas,Total,Total,2018,0.004484601343338585,0.8486267808336186
30,Montana,Total,Total,2018,0.003811157578408412,0.8524874706212924
16,Idaho,Total,Total,2018,0.004730491129777532,0.9497463504963043
56,Wyoming,Total,Total,2018,0.003396778597969714,1.0
08,Colorado,Total,Total,2018,0.0038210333663629944,0.7794310634943097
35,New Mexico,Total,Total,2018,0.003965244230489915,0.7511484939835058
04,Arizona,Total,Total,2018,0.002394898608962507,0.768303195092264
49,Utah,Total,Total,2018,0.0021459374723176603,0.8716235022572554
32,Nevada,Total,Total,2018,0.0027361697861675825,0.881558413472758
53,Washington,Total,Total,2018,0.0026005917858836175,0.7829597289738411
41,Oregon,Total,Total,2018,0.0017274986393065648,1.0
06,California,Total,Total,2018,0.004398951775545562,0.86015498340368
02,Alaska,Total,Total,2018,0.0045152219357744,0.8112047559976564
15,Hawaii,Total,Total,2018,0.00410734733505301,1.0
23,Maine,Total,Total,2019,0.004852531243426994,0.8223270628956513
33,New Hampshire,Total,Total,2019,0.003403035636836842,0.9364373052790733
50,Vermont,Total,Total,2019,0.0033428288798580622,0.8909703038752821
25,Massachusetts,Total,Total,2019,0.0026980835577399337,0.7821201645356527
44,Rhode Island,Total,Total,2019,0.0023256088103117485,0.9129621523412546
09,Connecticut,Total,Total,2019,0.001869539262665142,0.5350933258983303
36,New York,Total,Total,2019,0.0026480540386046346,0.907392100041228
34,New Jersey,Total,Total,2019,0.0031006744688596996,0.8516827613369115
42,Pennsylvania,Total,Total,2019,0.0021313230625455174,0.8555918685826648
39,Ohio,Total,Total,2019,0.0020680783985278814,0.6987775582385719
18,Indiana,Total,Total,2019,0.002683997227308941,0.8841300267707544
17,Illinois,Total,Total,2019,0.0026592260923302717,0.8850634182540259
26,Michigan,Total,Total,2019,0.002556356380224501,0.7664488662084287
55,Wisconsin,Total,Total,2019,0.0016098485790011893,1.0
27,Minnesota,Total,Total,2019,0.001892149092620863,0.8660382864672354
19,Iowa,Total,Total,2019,0.0028929983422069983,0.6728293727900455
29,Missouri,Total,Total,2019,0.004147231760755502,0.8640940641352318
38,North Dakota,Total,Total,2019,0.0035581859051764596,0.9672112464378804
46,South Dakota,Total,Total,2019,0.001700689263327996,1.0
31,Nebraska,Total,Total,2019,0.002227012370414822,0.747978434701073
20,Kansas,Total,Total,2019,0.0026669625054088625,0.9327286058300017
10,Delaware,Total,Total,2019,0.002017688258560105,0.7572508635310321
24,Maryland,Total,Total,2019,0.0028532158538762463,0.9035199091808394
11,District of Columbia,Total,Total,2019,0.0017677397547519458,0.604277325289068
51,Virginia,Total,Total,2019,0.0021825665425352697,1.0
54,West Virginia,Total,Total,2019,0.0018314062813525296,0.7816525992395696
37,North Carolina,Total,Total,2019,0.0030828952192988104,0.8184609882840046
45,South Carolina,Total,Total,2019,0.0023474015468317347,0.825659266814143
13,Georgia,Total,Total,2019,0.0034692611612642593,0.8651750322070848
12,Florida,Total,Total,2019,0.004417607052241136,0.9349009208540159
21,Kentucky,Total,Total,2019,0.0023441362299583845,0.8092080751462805
47,Tennessee,Total,Total,2019,0.0031456483359131597,0.9373656946393971
01,Alabama,Total,Total,2019,0.002441256013114551,0.8788057602277058
