fips,region,type,category,time,rne,ose
49,Utah,Total,Total,2003,0.002897162475218179,0.83463066434152
32,Nevada,Total,Total,2003,0.002582675311923847,0.8284731846291646
53,Washington,Total,Total,2003,0.003342261230354322,0.6981367223752227
41,Oregon,Total,Total,2003,0.003881326615370036,0.7369491875992
06,California,Total,Total,2003,0.003831992951476488,0.7714901992988542
02,Alaska,Total,Total,2003,0.005120460902291238,0.7623570017649571
15,Hawaii,Total,Total,2003,0.0022965732860280768,0.9001671349681623
23,Maine,Total,Total,2004,0.0039462331654285645,0.8093337808327655
33,New Hampshire,Total,Total,2004,0.0021011102449025633,0.8433299103672511
50,Vermont,Total,Total,2004,0.0042427626428534005,0.7530728035561242
25,Massachusetts,Total,Total,2004,0.0018979512091905355,0.7537025444484465
44,Rhode Island,Total,Total,2004,0.0031125968363259924,0.8853855031998851
09,Connecticut,Total,Total,2004,0.002003839205106219,0.7329311568481113
36,New York,Total,Total,2004,0.0025517660528374753,0.777635506605273
34,New Jersey,Total,Total,2004,0.0022583683477038867,0.7095703521285667
42,Pennsylvania,Total,Total,2004,0.0016778536302308133,0.7987634242093492
39,Ohio,Total,Total,2004,0.002618848981687835,0.7536897282336927
18,Indiana,Total,Total,2004,0.0023031395526370976,0.7769561327162291
17,Illinois,Total,Total,2004,0.002777703604978053,0.7545182513652425
26,Michigan,Total,Total,2004,0.001843825376610708,0.6763838354795373
55,Wisconsin,Total,Total,2004,0.002934496895798762,0.6843648255909017
27,Minnesota,Total,Total,2004,0.002999508012634137,0.7912937753515765
19,Iowa,Total,Total,2004,0.002536115959513532,0.7219685027094979
29,Missouri,Total,Total,2004,0.002282792509189544,0.8928129717892987
38,North Dakota,Total,Total,2004,0.002230833953020102,0.9453319052579321
46,South Dakota,Total,Total,2004,0.003201932137255303,0.8627057613784576
31,Nebraska,Total,Total,2004,0.0034247163755008886,0.8639488293370233
20,Kansas,Total,Total,2004,0.0030560259301864877,0.7845422884816348
10,Delaware,Total,Total,2004,0.0014992717631865523,0.7602651660959027
24,Maryland,Total,Total,2004,0.0027149370552113543,0.9003400903645709
11,District of Columbia,Total,Total,2004,0.0019028957751228862,0.7481910078567157
51,Virginia,Total,Total,2004,0.0025993836506469307,0.7866955046608001
54,West Virginia,Total,Total,2004,0.0018374506984066088,0.9408247902099924
37,North Carolina,Total,Total,2004,0.0024440230329981377,0.6425634302067467
45,South Carolina,Total,Total,2004,0.0022860831218046397,0.9461123901818292
13,Georgia,Total,Total,2004,0.00358819088251756,0.8613618206670925
12,Florida,Total,Total,2004,0.003021049010134279,0.8241585905349382
21,Kentucky,Total,Total,2004,0.0028160975945351594,0.8834488622637219
47,Tennessee,Total,Total,2004,0.0027937939585647845,0.8672964367954104
01,Alabama,Total,Total,2004,0.0030117626613361584,0.7853949964412477
28,Mississippi,Total,Total,2004,0.003662268616947173,0.798783380489454
05,Arkansas,Total,Total,2004,0.004071696355512319,0.7857064978883667
22,Louisiana,Total,Total,2004,0.003150039343998921,0.7311161078230128
40,Oklahoma,Total,Total,2004,0.004525734985914691,0.7988492291268839
48,Texas,Total,Total,2004,0.003737203426047822,0.7727403523906758
30,Montana,Total,Total,2004,0.006381851785817426,0.832236407979394
16,Idaho,Total,Total,2004,0.004756958623726864,0.9113783893277475
56,Wyoming,Total,Total,2004,0.00426905444231168,0.9345349935635997
08,Colorado,Total,Total,2004,0.003751925360352299,0.8302070267952897
35,New Mexico,Total,Total,2004,0.004608458947473314,0.8793251698733054
04,Arizona,Total,Total,2004,0.003703479927354017,0.787133908893493
49,Utah,Total,Total,2004,0.0030924910615453415,0.7105630166906918
32,Nevada,Total,Total,2004,0.0027667341161410025,0.97994024113828
53,Washington,Total,Total,2004,0.00442160449896025,0.8576089530403784
41,Oregon,Total,Total,2004,0.003387364943288175,0.7732278452394626
06,California,Total,Total,2004,0.003938362042247865,0.787503821801062
02,Alaska,Total,Total,2004,0.0039469036777940655,0.786885324511378
15,Hawaii,Total,Total,2004,0.0023754753547742106,0.830767829757977
23,Maine,Total,Total,2005,0.003507962057950287,0.8301673926179858
33,New Hampshire,Total,Total,2005,0.0024286619287626847,0.9031819895680295
50,Vermont,Total,Total,2005,0.005178283697497115,0.7987094703401534
25,Massachusetts,Total,Total,2005,0.0024558313356737504,0.6451199098753466
44,Rhode Island,Total,Total,2005,0.0022246273794448456,0.6938244312388708
09,Connecticut,Total,Total,2005,0.0028059199255282812,0.8398487570940769
36,New York,Total,Total,2005,0.002688881413813792,0.7868833001881123
34,New Jersey,Total,Total,2005,0.0027269732030439234,0.8346035433398837
42,Pennsylvania,Total,Total,2005,0.0017678497661423247,0.6938711384697784
39,Ohio,Total,Total,2005,0.0025340902455356063,0.730276104371263
18,Indiana,Total,Total,2005,0.0031353539491956847,0.7682289679206257
17,Illinois,Total,Total,2005,0.002546034630611426,0.7554510161491576
26,Michigan,Total,Total,2005,0.002163147395168821,0.8443352864727388
55,Wisconsin,Total,Total,2005,0.00335850448170195,0.9117793443115081
27,Minnesota,Total,Total,2005,0.0030905170063040355,0.7738752317857127
19,Iowa,Total,Total,2005,0.0034665919707425608,0.7613295606389244
29,Missouri,Total,Total,2005,0.002209898824403574,0.6846192430306219
38,North Dakota,Total,Total,2005,0.003048388510891952,0.8709297662002099
46,South Dakota,Total,Total,2005,0.0032216731983883253,0.9625438758033105
31,Nebraska,Total,Total,2005,0.001994296038444831,0.8332888696615639
20,Kansas,Total,Total,2005,0.002338551550058551,0.9489845929730465
10,Delaware,Total,Total,2005,0.0014648190642187371,0.7411566185093805
24,Maryland,Total,Total,2005,0.004495600083518216,0.7506562956266574
11,District of Columbia,Total,Total,2005,0.0020308428974553654,0.8778077997657495
51,Virginia,Total,Total,2005,0.002263679282123273,0.8069211579571545
54,West Virginia,Total,Total,2005,0.0016362434271741208,0.759362720906408
37,North Carolina,Total,Total,2005,0.0020467992967218625,0.7206427383658228
45,South Carolina,Total,Total,2005,0.002314290069238516,0.6715098590188955
13,Georgia,Total,Total,2005,0.0035768348722757907,0.8560734825278896
12,Florida,Total,Total,2005,0.0026316129289609973,0.8421019623989444
21,Kentucky,Total,Total,2005,0.0013398758515157495,1.0
47,Tennessee,Total,Total,2005,0.0022547360917305422,0.5242049415478385
01,Alabama,Total,Total,2005,0.001427011854311878,0.7506008624919044
28,Mississippi,Total,Total,2005,0.004345795772543348,0.8292076757381311
05,Arkansas,Total,Total,2005,0.004270349496565901,0.8698635911803536
22,Louisiana,Total,Total,2005,0.0026592279070910417,0.7517693078319102
40,Oklahoma,Total,Total,2005,0.004337643423506343,0.8204362618835807
48,Texas,Total,Total,2005,0.0032521395014934586,0.8609966310602734
30,Montana,Total,Total,2005,0.005079771880021215,0.931795351816159
16,Idaho,Total,Total,2005,0.004769711376473066,0.7583124461600241
56,Wyoming,Total,Total,2005,0.004607573860559315,0.8666403813687287
08,Colorado,Total,Total,2005,0.005284998615816074,0.8639900923766245
35,New Mexico,Total,Total,2005,0.004678721227397114,0.8137983209147565
04,Arizona,Total,Total,2005,0.002802051746080756,0.6778334127114487
49,Utah,Total,Total,2005,0.003886909832010298,0.8340060911155539
32,Nevada,Total,Total,2005,0.0034917483403415148,0.6695864286310702
53,Washington,Total,Total,2005,0.0023026986339864603,0.6359426036866824
41,Oregon,Total,Total,2005,0.003329224082134638,0.6746017923507612
06,California,Total,Total,2005,0.003091096169608162,0.8017278023411489
02,Alaska,Total,Total,2005,0.004365064807395848,0.8112327663939821
15,Hawaii,Total,Total,2005,0.0034964393897728738,0.8629606999555978
23,Maine,Total,Total,2006,0.004200893092187362,0.8256277145092825
33,New Hampshire,Total,Total,2006,0.0024215028242416275,0.7178168735258793
50,Vermont,Total,Total,2006,0.004201895368493846,0.7704399011786948
25,Massachusetts,Total,Total,2006,0.0034632830136787363,0.7792740357645799
44,Rhode Island,Total,Total,2006,0.0030612525658733863,0.6701011376562547
09,Connecticut,Total,Total,2006,0.003097751959041662,0.8260697121170344
36,New York,Total,Total,2006,0.0034121979122034153,0.9090465236847708
34,New Jersey,Total,Total,2006,0.002561305593599272,0.8182309331674509
42,Pennsylvania,Total,Total,2006,0.0019320375085475204,0.8188704175964899
39,Ohio,Total,Total,2006,0.0021805194709488664,0.7881893952059742
18,Indiana,Total,Total,2006,0.0024624124023473865,0.6970819948617473
17,Illinois,Total,Total,2006,0.0019920214121664096,0.7427613036803098
26,Michigan,Total,Total,2006,0.0019514098034039574,0.8653135597631405
55,Wisconsin,Total,Total,2006,0.0026632435492754394,0.7977676156905315
27,Minnesota,Total,Total,2006,0.002846741789199683,0.9275775069809831
19,Iowa,Total,Total,2006,0.0028604562043621825,0.9079021650496476
29,Missouri,Total,Total,2006,0.0023249941518602257,0.6480890307965284
38,North Dakota,Total,Total,2006,0.00277361845452245,0.7459460998966114
46,South Dakota,Total,Total,2006,0.0039602789722164395,0.7973642182382834
31,Nebraska,Total,Total,2006,0.0029113401833360613,0.8586128280574291
20,Kansas,Total,Total,2006,0.002206701334649069,0.7690385240736359
10,Delaware,Total,Total,2006,0.002070415981152738,0.6734520125526843
24,Maryland,Total,Total,2006,0.0024921490511099964,0.7491434623354812
11,District of Columbia,Total,Total,2006,0.0030509679495411305,0.6272634973498484
51,Virginia,Total,Total,2006,0.0030138546933028898,0.8255122697914363
54,West Virginia,Total,Total,2006,0.0023735445541055106,0.9379945249342608
37,North Carolina,Total,Total,2006,0.0023190969728832792,0.8694392387813152
45,South Carolina,Total,Total,2006,0.0022321869856273984,0.9567307172500418
13,Georgia,Total,Total,2006,0.004360344694024773,0.8983293784557302
12,Florida,Total,Total,2006,0.0033341328298018623,0.8446395860113014
21,Kentucky,Total,Total,2006,0.0026220945620500126,0.7671417235253791
47,Tennessee,Total,Total,2006,0.002637235683087287,0.8731756961055186
01,Alabama,Total,Total,2006,0.0029292553232253974,0.6713694278796588
28,Mississippi,Total,Total,2006,0.004794913996038173,0.724841513393334
05,Arkansas,Total,Total,2006,0.004067917513756902,0.5994178725497047
22,Louisiana,Total,Total,2006,0.003244921664161003,0.8361420595769423
40,Oklahoma,Total,Total,2006,0.003974406091438585,0.7841152334979792
48,Texas,Total,Total,2006,0.0033961348988386804,0.7557432739556732
30,Montana,Total,Total,2006,0.005861091573728467,0.9134689552391166
16,Idaho,Total,Total,2006,0.0035881066520605633,0.8130733022521907
56,Wyoming,Total,Total,2006,0.0030495095380875556,0.8332202298271422
08,Colorado,Total,Total,2006,0.0029805967163423074,0.7993040238381096
35,New Mexico,Total,Total,2006,0.003629116967923068,0.8083847248495496
04,Arizona,Total,Total,2006,0.0030965626113441274,0.7460946941380568
49,Utah,Total,Total,2006,0.0029564032041157844,0.9091911859899053
32,Nevada,Total,Total,2006,0.0031950808910672537,0.8504327444992619
53,Washington,Total,Total,2006,0.0026324643860343856,0.8265408797228758
41,Oregon,Total,Total,2006,0.0036647176530808386,0.8373878052082439
06,California,Total,Total,2006,0.003475738346438512,0.77429363541723
02,Alaska,Total,Total,2006,0.002745439234657061,0.8755367083891977
15,Hawaii,Total,Total,2006,0.003924143745994631,0.848939141253759
23,Maine,Total,Total,2007,0.0030022147716815555,0.8904629915299147
33,New Hampshire,Total,Total,2007,0.0029911008170547242,0.7982822650964263
50,Vermont,Total,Total,2007,0.00401076179963885,0.8463859633339716
25,Massachusetts,Total,Total,2007,0.0026447316272621953,0.8300697758445638
44,Rhode Island,Total,Total,2007,0.0019346434887703313,0.8166352154432052
09,Connecticut,Total,Total,2007,0.002038803222985207,0.8057034833280271
36,New York,Total,Total,2007,0.0034089389803107625,0.8297318699276724
34,New Jersey,Total,Total,2007,0.0026981386918248224,0.8327099485485984
42,Pennsylvania,Total,Total,2007,0.0014103753134852798,0.6549135039048747
39,Ohio,Total,Total,2007,0.0019285216277781716,0.7893073012235285
18,Indiana,Total,Total,2007,0.0023512629741910232,0.6687034020166187
17,Illinois,Total,Total,2007,0.0019273824833467876,0.8019621284616324
26,Michigan,Total,Total,2007,0.0027201042139341587,0.7597050024318676
55,Wisconsin,Total,Total,2007,0.0028317583909207265,0.6941309247402224
27,Minnesota,Total,Total,2007,0.0030476115676268986,0.6752972797666617
19,Iowa,Total,Total,2007,0.002832753310535191,0.8806530082560632
29,Missouri,Total,Total,2007,0.002603255393049793,0.8020388122625691
38,North Dakota,Total,Total,2007,0.0025797093976995113,0.6983795715622939
46,South Dakota,Total,Total,2007,0.002914716114071975,0.8354854596702245
31,Nebraska,Total,Total,2007,0.00299700804907781,0.9159666551242366
20,Kansas,Total,Total,2007,0.0026056651756269466,0.8248194150843078
10,Delaware,Total,Total,2007,0.001256710338171294,1.0
24,Maryland,Total,Total,2007,0.0031974758635398247,0.8478342712933095
11,District of Columbia,Total,Total,2007,0.004328700353291067,0.9275835408450833
51,Virginia,Total,Total,2007,0.00217048573379192,0.6579267626608132
54,West Virginia,Total,Total,2007,0.0006761368214273117,1.0
37,North Carolina,Total,Total,2007,0.003089180110821612,0.7272655113555686
45,South Carolina,Total,Total,2007,0.0023654725164706397,0.9424253870483746
13,Georgia,Total,Total,2007,0.004039929362329494,0.8354690127169868
12,Florida,Total,Total,2007,0.003609374992035833,0.8358695018968193
21,Kentucky,Total,Total,2007,0.0027941884830097415,0.732181819461453
47,Tennessee,Total,Total,2007,0.004284839635656371,0.8036602236063115
01,Alabama,Total,Total,2007,0.0008396156896513945,0.7992701565153282
28,Mississippi,Total,Total,2007,0.0031460043632810008,0.7461447763530349
05,Arkansas,Total,Total,2007,0.003118704714864548,0.9011797149375728
22,Louisiana,Total,Total,2007,0.004516079837633321,0.8684775881536221
40,Oklahoma,Total,Total,2007,0.0038682525269925954,0.8609188519185506
48,Texas,Total,Total,2007,0.002864859183976705,0.791515974062848
30,Montana,Total,Total,2007,0.003165041335268709,0.8002793310228169
16,Idaho,Total,Total,2007,0.004929728985987168,0.8472481446350655
56,Wyoming,Total,Total,2007,0.004211390169911787,0.8947466694097537
08,Colorado,Total,Total,2007,0.0032249790167085722,0.8196143943003382
35,New Mexico,Total,Total,2007,0.002238658291519602,0.8566287661002993
04,Arizona,Total,Total,2007,0.004181358948671331,0.8464671957230638
49,Utah,Total,Total,2007,0.003698841719284801,0.8856384258697917
32,Nevada,Total,Total,2007,0.0029494721175194064,0.8611855117086795
53,Washington,Total,Total,2007,0.002257650173838931,0.6247776634749251
41,Oregon,Total,Total,2007,0.0035731235902456224,0.8518841428260172
06,California,Total,Total,2007,0.004117652927976518,0.8033126820881087
02,Alaska,Total,Total,2007,0.003602758043042679,0.815225488903816
15,Hawaii,Total,Total,2007,0.002310891888716423,0.8643807328599721
23,Maine,Total,Total,2008,0.0034797604778277896,0.8124704788223537
33,New Hampshire,Total,Total,2008,0.002397709244336473,0.7674806681616655
50,Vermont,Total,Total,2008,0.0029426954042527,0.8173865321276383
25,Massachusetts,Total,Total,2008,0.002263903994149786,0.6325069870724678
44,Rhode Island,Total,Total,2008,0.0024798583900216436,0.7590672191846592
09,Connecticut,Total,Total,2008,0.0029783687646056634,0.8208013229130591
36,New York,Total,Total,2008,0.0038566447382451735,0.8646280525560752
34,New Jersey,Total,Total,2008,0.002694976352109312,0.9386638181689164
42,Pennsylvania,Total,Total,2008,0.0013594440399326217,0.8289642730968034
39,Ohio,Total,Total,2008,0.0018438894335704409,0.7078886564834261
18,Indiana,Total,Total,2008,0.0027889349502545338,0.8814049850537119
17,Illinois,Total,Total,2008,0.003057318944849529,0.7476128189121818
26,Michigan,Total,Total,2008,0.0027942827122403578,0.850413197962152
55,Wisconsin,Total,Total,2008,0.0017353631285133197,0.9496181389937487
27,Minnesota,Total,Total,2008,0.002362793964339317,0.6908098856611162
19,Iowa,Total,Total,2008,0.002033374721454883,0.9202131459152755
29,Missouri,Total,Total,2008,0.00130923182214473,0.7437354759506143
38,North Dakota,Total,Total,2008,0.0026970040855374953,0.9005935708715767
46,South Dakota,Total,Total,2008,0.002886347200497639,0.964813715032776
31,Nebraska,Total,Total,2008,0.0029353883339933258,1.0
20,Kansas,Total,Total,2008,0.0023298107798290666,1.0
10,Delaware,Total,Total,2008,0.0015625470684357784,0.7812783268709834
24,Maryland,Total,Total,2008,0.002244697874670229,0.6736511296387416
11,District of Columbia,Total,Total,2008,0.00315928645158837,0.9141682749602499
51,Virginia,Total,Total,2008,0.0020388981395379046,0.8207210176988606
54,West Virginia,Total,Total,2008,0.0014742882763953754,0.8961079613719377
37,North Carolina,Total,Total,2008,0.002528172527107465,0.8254431338135559
45,South Carolina,Total,Total,2008,0.0024543834139064283,0.8095720471603932
13,Georgia,Total,Total,2008,0.005709731899707002,0.8403209283582853
12,Florida,Total,Total,2008,0.0036340654930888698,0.8745437674668388
21,Kentucky,Total,Total,2008,0.0037705894855916268,0.6807913708212234
47,Tennessee,Total,Total,2008,0.003414801809305717,0.8076833590060404
01,Alabama,Total,Total,2008,0.0021097079054718314,0.7853631045293957
28,Mississippi,Total,Total,2008,0.0038130938696639347,0.8959490887540603
05,Arkansas,Total,Total,2008,0.004044638765602892,0.8563230401208772
22,Louisiana,Total,Total,2008,0.0028059720131877277,0.7598687073501859
40,Oklahoma,Total,Total,2008,0.0026099894600448217,1.0
48,Texas,Total,Total,2008,0.003510644292422508,0.7901756580936968
30,Montana,Total,Total,2008,0.005904811224106023,0.8470654370604095
16,Idaho,Total,Total,2008,0.0033548409252230856,0.7847494543865599
56,Wyoming,Total,Total,2008,0.0028736901331628743,0.9197283388677353
08,Colorado,Total,Total,2008,0.0042665280177099155,0.7942143260727087
35,New Mexico,Total,Total,2008,0.005936045842702803,0.7563704287181122
04,Arizona,Total,Total,2008,0.0053355344872777054,0.8533499404665043
49,Utah,Total,Total,2008,0.0030992607295651535,0.9232180307146147
32,Nevada,Total,Total,2008,0.0037084889159731114,0.6275733749175543
53,Washington,Total,Total,2008,0.0027258278994824223,0.8484089959583612
41,Oregon,Total,Total,2008,0.003714346596935361,0.7034774214299546
06,California,Total,Total,2008,0.004299230927734345,0.7466486918961883
02,Alaska,Total,Total,2008,0.004190490150683217,0.649559049375112
15,Hawaii,Total,Total,2008,0.0019276407519230835,0.8374762109875071
23,Maine,Total,Total,2009,0.003376813976084007,0.6854697573798391
33,New Hampshire,Total,Total,2009,0.00284093435051655,0.8252031164494384
50,Vermont,Total,Total,2009,0.003725067957807163,0.8062753677427479
25,Massachusetts,Total,Total,2009,0.003342230800402766,0.7351682238558109
44,Rhode Island,Total,Total,2009,0.00243647089110789,0.5959242236997156
09,Connecticut,Total,Total,2009,0.0028575004890061414,0.7020549989536201
36,New York,Total,Total,2009,0.003438136946568007,0.7418757329778168
34,New Jersey,Total,Total,2009,0.003347079697944153,0.8136433379849752
42,Pennsylvania,Total,Total,2009,0.002000232737862804,0.8110631488494018
39,Ohio,Total,Total,2009,0.002709443115645823,0.7277516164787862
18,Indiana,Total,Total,2009,0.0027753521505197733,0.7795049537401909
17,Illinois,Total,Total,2009,0.002436736004188166,0.6650313857358848
26,Michigan,Total,Total,2009,0.0029840640087935733,0.7457015992920795
55,Wisconsin,Total,Total,2009,0.002988618699996048,0.7254672718312594
27,Minnesota,Total,Total,2009,0.002206497344694185,0.6746470792809798
19,Iowa,Total,Total,2009,0.0023174827326001702,0.8639299385045975
29,Missouri,Total,Total,2009,0.0027378597427545346,0.7375554750413268
38,North Dakota,Total,Total,2009,0.0031850597763094005,0.9170616078293126
46,South Dakota,Total,Total,2009,0.004273916273135165,0.8886710820763046
31,Nebraska,Total,Total,2009,0.001989945513625042,0.8777461137346071
20,Kansas,Total,Total,2009,0.002330152182933563,0.7245129610895589
10,Delaware,Total,Total,2009,0.003002918658917932,0.7364225968356796
24,Maryland,Total,Total,2009,0.002912175479875837,0.717816420461403
11,District of Columbia,Total,Total,2009,0.0031953328267947238,0.6278033183581091
51,Virginia,Total,Total,2009,0.0026997656514587726,0.7688036710588024
54,West Virginia,Total,Total,2009,0.0034625873577135086,0.8914744331449558
37,North Carolina,Total,Total,2009,0.002499255781150842,0.8100198174651106
45,South Carolina,Total,Total,2009,0.0023092826398916403,0.8508173988080668
13,Georgia,Total,Total,2009,0.004356147162398273,0.6023880769317187
12,Florida,Total,Total,2009,0.004354418226997565,0.7288165746203046
21,Kentucky,Total,Total,2009,0.00247001156233057,0.8232976668167096
47,Tennessee,Total,Total,2009,0.0036252373279011046,0.3776384301487712
01,Alabama,Total,Total,2009,0.0021493757855079263,0.8072341952450074
28,Mississippi,Total,Total,2009,0.0016951470767123241,0.5002499819986723
05,Arkansas,Total,Total,2009,0.0036442062489035632,0.5600498616665665
22,Louisiana,Total,Total,2009,0.004296701483480198,0.7172871078042529
40,Oklahoma,Total,Total,2009,0.004717178453225303,0.8451755404088863
48,Texas,Total,Total,2009,0.004536049941047268,0.8137946929961097
30,Montana,Total,Total,2009,0.00468950994796082,0.5966610767671398
16,Idaho,Total,Total,2009,0.004529714783117766,0.6652887518058324
56,Wyoming,Total,Total,2009,0.003264062890481958,0.8195315169669367
08,Colorado,Total,Total,2009,0.003785954012363076,0.6210908621845257
35,New Mexico,Total,Total,2009,0.0025636499537119157,0.8213019717369262
04,Arizona,Total,Total,2009,0.004562730122693685,0.8200654942124933
49,Utah,Total,Total,2009,0.0036218799160231433,0.7658831444032792
32,Nevada,Total,Total,2009,0.003757642479476033,0.7830302558023021
53,Washington,Total,Total,2009,0.0024031025937449086,0.6743290829751898
41,Oregon,Total,Total,2009,0.003814322646592108,0.7534107707071858
06,California,Total,Total,2009,0.004092836627717939,0.7372811481957784
02,Alaska,Total,Total,2009,0.003403820487124743,0.8055571406675072
15,Hawaii,Total,Total,2009,0.002682790031883401,0.7947757210069232
23,Maine,Total,Total,2010,0.0028746460338889062,0.7329056608428998
33,New Hampshire,Total,Total,2010,0.002496969448969824,0.6673980750382655
50,Vermont,Total,Total,2010,0.004486154393518477,0.6897610569709985
25,Massachusetts,Total,Total,2010,0.0032246256766708357,0.8627390598361249
44,Rhode Island,Total,Total,2010,0.0025337940824036575,0.6293780855777884
09,Connecticut,Total,Total,2010,0.002367450903517549,0.7586101296969383
36,New York,Total,Total,2010,0.003624361828389348,0.7479935453351276
34,New Jersey,Total,Total,2010,0.002457811473718099,0.7303916794838973
42,Pennsylvania,Total,Total,2010,0.0017848143401697689,0.8440134547483439
39,Ohio,Total,Total,2010,0.0030075864672773358,0.6950778049340288
18,Indiana,Total,Total,2010,0.001940073227119201,0.8394262596259364
17,Illinois,Total,Total,2010,0.0025897624602586383,0.7533019139328231
26,Michigan,Total,Total,2010,0.0024686837335301816,0.6316137812975956
55,Wisconsin,Total,Total,2010,0.001797006323336574,0.7298102657364212
27,Minnesota,Total,Total,2010,0.002109593195775577,0.6564647161677767
19,Iowa,Total,Total,2010,0.0029703414167627294,0.8623028302482072
29,Missouri,Total,Total,2010,0.002949281601697771,0.8300989033102705
38,North Dakota,Total,Total,2010,0.0029563409833572828,0.7249017350537535
46,South Dakota,Total,Total,2010,0.0019019390848284202,0.7454185980668577
31,Nebraska,Total,Total,2010,0.0029817250870055223,0.7699703458529343
20,Kansas,Total,Total,2010,0.0035138440079326527,0.8400773567709031
10,Delaware,Total,Total,2010,0.0021921147164240566,0.8383226767227149
24,Maryland,Total,Total,2010,0.0024454710744914467,0.8525122644920754
11,District of Columbia,Total,Total,2010,0.003134355112658276,0.7738427468267072
51,Virginia,Total,Total,2010,0.002385703228492013,0.8078212223037979
54,West Virginia,Total,Total,2010,0.0016720814703756713,0.6127451816178042
37,North Carolina,Total,Total,2010,0.003540714746936864,0.7136763349114041
45,South Carolina,Total,Total,2010,0.002320427686684535,0.6952089117799036
13,Georgia,Total,Total,2010,0.005097486117653072,0.7952783102148618
12,Florida,Total,Total,2010,0.003982846331489113,0.6644277375014255
21,Kentucky,Total,Total,2010,0.002849684363540243,0.6533045465000568
47,Tennessee,Total,Total,2010,0.004115665787622412,0.6632217831099395
01,Alabama,Total,Total,2010,0.0024755135205611974,0.8175033272516588
28,Mississippi,Total,Total,2010,0.004361642209569218,0.73403195444684
05,Arkansas,Total,Total,2010,0.0037424720104003487,0.7822826294023012
22,Louisiana,Total,Total,2010,0.004616648413846593,0.8545002233371747
40,Oklahoma,Total,Total,2010,0.0031774812805435188,0.8109051214496601
48,Texas,Total,Total,2010,0.003993114806233079,0.7317671987032408
30,Montana,Total,Total,2010,0.003929961088096481,0.8659500162023308
16,Idaho,Total,Total,2010,0.0038599568820117964,0.6553179137342895
56,Wyoming,Total,Total,2010,0.0021536704022623015,0.700763578750261
08,Colorado,Total,Total,2010,0.004503282713330313,0.7962921472745852
35,New Mexico,Total,Total,2010,0.0032337318089786966,0.6713458353753639
04,Arizona,Total,Total,2010,0.003265418544593821,0.7233356382100737
49,Utah,Total,Total,2010,0.0036569312715205833,0.7760835676463155
32,Nevada,Total,Total,2010,0.005139267317183219,0.6900191221669228
53,Washington,Total,Total,2010,0.0023662625172147784,0.705299534230162
41,Oregon,Total,Total,2010,0.003217711844675762,0.7810994296459585
06,California,Total,Total,2010,0.004744133055765162,0.7220132107515534
02,Alaska,Total,Total,2010,0.004272540474994263,0.8250692910380119
15,Hawaii,Total,Total,2010,0.002362945224828125,0.7865284122079104
23,Maine,Total,Total,2011,0.0035873162812816036,0.7357810168523417
33,New Hampshire,Total,Total,2011,0.0027035742401243933,0.647639268477428
50,Vermont,Total,Total,2011,0.003867955728695121,0.6989804964022035
25,Massachusetts,Total,Total,2011,0.0026330322533029958,0.7803705209245718
44,Rhode Island,Total,Total,2011,0.002203892073115726,0.8219132423645247
09,Connecticut,Total,Total,2011,0.0033865320280680538,0.7551153464557475
36,New York,Total,Total,2011,0.0037131348688224665,0.801852882367885
34,New Jersey,Total,Total,2011,0.0026572660712843935,0.7207655428221993
42,Pennsylvania,Total,Total,2011,0.0016489579415552371,0.7879390368241508
39,Ohio,Total,Total,2011,0.0026783609931104583,0.7791144544204018
18,Indiana,Total,Total,2011,0.0019897174049621335,0.6743268453727123
17,Illinois,Total,Total,2011,0.0019615921159045493,0.729155965265795
26,Michigan,Total,Total,2011,0.0021934275196473507,0.8167212902907337
55,Wisconsin,Total,Total,2011,0.002310242893028204,0.7428626440383687
27,Minnesota,Total,Total,2011,0.0022526282654614367,0.757203388795399
19,Iowa,Total,Total,2011,0.002355416126871403,0.8541725242749142
29,Missouri,Total,Total,2011,0.0039736510588659155,0.7945818428523388
38,North Dakota,Total,Total,2011,0.0027877208054704165,0.9522065505257896
46,South Dakota,Total,Total,2011,0.003221758196596568,0.8207927885388863
31,Nebraska,Total,Total,2011,0.0027564450463991126,0.8392798828320527
20,Kansas,Total,Total,2011,0.0027386752368385283,0.9108854748682345
10,Delaware,Total,Total,2011,0.002691700909760063,0.8053807013693914
24,Maryland,Total,Total,2011,0.0029176479119863924,0.6997730261907401
11,District of Columbia,Total,Total,2011,0.0029648288564749006,0.8602114633813094
51,Virginia,Total,Total,2011,0.002028502947813303,0.6760813277764686
54,West Virginia,Total,Total,2011,0.0014940818881488938,1.0
37,North Carolina,Total,Total,2011,0.0027533288872275603,0.6786775619379494
45,South Carolina,Total,Total,2011,0.002851510376597261,0.4873063669769035
13,Georgia,Total,Total,2011,0.0034822264541479876,0.6897140240558624
12,Florida,Total,Total,2011,0.0038198653885771535,0.7000078311281532
21,Kentucky,Total,Total,2011,0.0037003474621909657,0.7449226214953086
47,Tennessee,Total,Total,2011,0.002926863905323854,0.6299383528385701
01,Alabama,Total,Total,2011,0.0026477574019684825,0.5090447139587122
28,Mississippi,Total,Total,2011,0.0026192787550465254,0.8478119214878731
05,Arkansas,Total,Total,2011,0.0034295929637217313,0.804432075203283
22,Louisiana,Total,Total,2011,0.0033751310818908725,0.719706026453205
40,Oklahoma,Total,Total,2011,0.0020720157921791152,0.6676492536979626
48,Texas,Total,Total,2011,0.004401271941226962,0.7410894028605471
