region,demographic-type,demographic,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,Age,Ages 20-34,,,0.7777684269324392,0.7900287116940289,0.8149587925740098,0.8316870770562478,0.8034456215995055,0.773394592830031,0.7556460577162717,0.7656991889220711,0.7755825084845908,0.7728975269025828,0.7709922948890507,0.7410876315759584,0.7177365049825607,0.7021629257105797,0.7316049438210513,0.7440439159271995,0.7607239298400205,0.7687394683414722,0.7998870847850118,0.8235736335623464,0.8319927231089638,0.8392745606915984,0.799820167809698
0,Age,Ages 35-44,,,0.795751999083966,0.8089933254697294,0.8311721999874649,0.8234577868541627,0.7868896372582069,0.7541388243279409,0.7441029979071239,0.7496499840890908,0.775823307776876,0.7873308376669882,0.7957091062926384,0.745211913017587,0.7301316223420175,0.7149282031281823,0.747934448708107,0.7638781644615514,0.7937458216543178,0.8147756790536658,0.8370315991408539,0.8363779737960199,0.8454501859159134,0.8609082073758653,0.8170985831057894
0,Age,Ages 45-54,,,0.810872709861043,0.8099269115631645,0.8320023730407851,0.8342613962875968,0.8230021930591275,0.7872503884259467,0.7764782018155207,0.7851158783411836,0.7961354778805014,0.7946295590758892,0.8080003287350507,0.7909888471083857,0.7634854700621423,0.7353491847896666,0.7402615641205849,0.765586441608905,0.7762454226172756,0.8020515811027277,0.8323687660827893,0.8497203283109783,0.8612621102690565,0.844075093141655,0.7987448633330431
0,Age,Ages 55-64,,,0.8743260401180445,0.8842108572894692,0.8986922367820599,0.9156567016082198,0.9007278151172818,0.8761360503877507,0.8614486082255682,0.8607297672350711,0.8574872101964081,0.8645547757375844,0.8632102265090215,0.8691835710082386,0.8507277988870774,0.8196322344368298,0.8092375428748774,0.8051282125650899,0.8187338998801926,0.837984274504559,0.8623176839073236,0.884237603496969,0.876559217080009,0.8812485357331677,0.8154245038387264
0,Education,College Graduate,,,0.8338597421604675,0.8468532676983781,0.8690104429943967,0.8611875733539275,0.8222075445342734,0.7774192122552946,0.7756328223350191,0.7986387131985887,0.8257951188929272,0.8393082498616823,0.8482666709357174,0.83389984232628,0.8145475467067484,0.792657619459647,0.7976253076426584,0.8030967268511425,0.8221127749385359,0.8422867155917286,0.8675281195542005,0.8723380523903884,0.8679567459228616,0.8664102343938428,0.8128679996881333
0,Education,High School Graduate,,,0.8059757212204611,0.8166429919964169,0.8414788412672625,0.8449950834182777,0.824850766648327,0.8039300822593343,0.7774213164524402,0.7833223567855249,0.7861215699390812,0.7854923718025004,0.7883140242473933,0.7605052699485414,0.7443869144064837,0.7168895642385236,0.7393055332961899,0.7660751318549073,0.7784853079407604,0.7963095445600975,0.8062219538059175,0.8255146611772542,0.8368075393236859,0.8498039946035313,0.818596258890711
0,Education,Less than High School,,,0.7378352172024947,0.7378460453973892,0.7590642093207821,0.788234044357648,0.7930385445540055,0.7623248296952524,0.7533539834847871,0.7501363319392391,0.771665829499465,0.7670291759906472,0.7416076466154397,0.6978888481205399,0.6740624015887673,0.6749661350281607,0.699603506982653,0.6997368828115774,0.73569812572318,0.750375039465628,0.8065059219325246,0.8146367995399845,0.8342989796119044,0.827903069734733,0.7795968880822123
0,Education,Some College,,,0.8131673267744306,0.819405736060994,0.8397613020944741,0.862958707122001,0.8393875804746092,0.8145132229762014,0.8004232883579755,0.7882088670321239,0.7790318868490487,0.7746444572059211,0.8068364648082526,0.790884372530495,0.7689542164712968,0.7355294147828153,0.752023192949621,0.7694117630480295,0.772191259365937,0.7866344987112225,0.8157319732460285,0.8627450360048573,0.8708221303809225,0.8687321024670972,0.7984599577605747
0,Nativity,Immigrant,,,0.7909778477286834,0.7807393170080444,0.8277048309189156,0.845797076030189,0.850361044341295,0.7998140717799623,0.7728410472513524,0.7686666742959017,0.8095659022563512,0.8207433682727062,0.8239483819043599,0.7674712506736739,0.7412361211451617,0.714181177421005,0.7455784557088613,0.7572185599670685,0.7854178206135177,0.7969758676163371,0.8347245663297197,0.8577048726384305,0.8712016151945644,0.8761795306504094,0.8100823479068892
0,Nativity,Native-Born,,,0.8073241199470371,0.8200867113778595,0.8389387163490687,0.8440853245650594,0.8149189878871326,0.7879166311464595,0.7786633603655692,0.788629975900415,0.7940478550495659,0.7947092781214048,0.8009075309231141,0.7872930382612612,0.7696084252405283,0.749452675546136,0.7594255948640769,0.7733239282107549,0.7876126550435343,0.8090947286065037,0.8317340708561184,0.8448074551260786,0.8473335867207102,0.8488089522549741,0.8069561110761517
0,Race,Asian,,,0.8493624081875315,0.8280783591665625,0.8685292358464678,0.8621870323879075,0.8658297640193515,0.8057156574643706,0.784359847031308,0.8019613980520132,0.8580465893919386,0.8812156979902926,0.8912995907170952,0.8813666027472448,0.8832247854298508,0.862891755719207,0.8694745417919726,0.8606360392560624,0.8747735304588321,0.8619961375064209,0.8786366199148731,0.8911968196093096,0.92684985886432,0.9402200080982263,0.8360885592871842
0,Race,Black,,,0.6716339820813956,0.7217013191472162,0.7598052132281911,0.7940430383173855,0.743308685323946,0.6966793068820166,0.6827061431344514,0.6894007342362681,0.7050292225028141,0.7167873414908138,0.7586414401690079,0.7376700871667827,0.7324517111706639,0.6851771017392667,0.6969890478165349,0.7159203203379816,0.7402653010579551,0.7677852002306896,0.7631010035342101,0.8006424231107796,0.8016810964394757,0.81662284046952,0.7535434342925397
0,Race,Latino,,,0.8049708590191953,0.8142598066702043,0.8372467011914765,0.844418557356866,0.8208871215995089,0.7883220657066726,0.763654434059645,0.7576900823601341,0.7777765904535497,0.7842040228821587,0.791650603701829,0.7372072160868312,0.7018489207468749,0.6797721450166364,0.7088173656861766,0.7315608495179626,0.7483702491114258,0.7677787699452755,0.8059820360218454,0.8368581435761465,0.842175801985574,0.8421315437124609,0.8008754770154543
